,word,transcript,freq,corr
394,"['г', 'о', 'с', 'т', 'ь']","['g', 'o0', ""s'"", ""t'""]",10079,"[('г', 'g'), ('о', 'o0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
395,"['э', 'й']","['e0', 'j']",10079,"[('э', 'e0'), ('й', 'j')]"
396,"['л', 'ё', 'г']","[""l'"", 'o0', 'k']",10079,"[('л', ""l'""), ('ё', 'o0'), ('г', 'k')]"
397,"['д', 'в', 'а']","['d', 'v', 'a0']",9979,"[('д', 'd'), ('в', 'v'), ('а', 'a0')]"
398,"['н', 'е']","[""n'"", 'e0']",9979,"[('н', ""n'""), ('е', 'e0')]"
399,"['с', 'о', 'н']","['s', 'o0', 'n']",9979,"[('с', 's'), ('о', 'o0'), ('н', 'n')]"
400,"['с', 'у', 'т', 'ь']","['s', 'u0', ""t'""]",9979,"[('с', 's'), ('у', 'u0'), ('т', ""t'""), ('ь', '-')]"
401,"['г', 'л', 'а', 'з']","['g', 'l', 'a0', 's']",9878,"[('г', 'g'), ('л', 'l'), ('а', 'a0'), ('з', 's')]"
402,"['п', 'л', 'а', 'н']","['p', 'l', 'a0', 'n']",9878,"[('п', 'p'), ('л', 'l'), ('а', 'a0'), ('н', 'n')]"
403,"['ч', 'т', 'о']","['sh', 't', 'o0']",9878,"[('ч', 'sh'), ('т', 't'), ('о', 'o0')]"
404,"['ж', 'д', 'а', 'л']","['zh', 'd', 'a0', 'l']",9777,"[('ж', 'zh'), ('д', 'd'), ('а', 'a0'), ('л', 'l')]"
405,"['с', 'т', 'е', 'н']","[""s'"", ""t'"", 'e0', 'n']",9777,"[('с', ""s'""), ('т', ""t'""), ('е', 'e0'), ('н', 'n')]"
406,"['г', 'р', 'е', 'х']","['g', ""r'"", 'e0', 'h']",9676,"[('г', 'g'), ('р', ""r'""), ('е', 'e0'), ('х', 'h')]"
407,"['п', 'у', 'с', 'т', 'ь']","['p', 'u0', ""s'"", ""t'""]",9575,"[('п', 'p'), ('у', 'u0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
408,['а'],['a0'],9475,"[('а', 'a0')]"
409,"['б', 'р', 'а', 'л']","['b', 'r', 'a0', 'l']",9374,"[('б', 'b'), ('р', 'r'), ('а', 'a0'), ('л', 'l')]"
410,"['р', 'о', 'с', 'т']","['r', 'o0', 's', 't']",9374,"[('р', 'r'), ('о', 'o0'), ('с', 's'), ('т', 't')]"
411,"['с', 'а', 'д']","['s', 'a0', 't']",9374,"[('с', 's'), ('а', 'a0'), ('д', 't')]"
412,"['п', 'о', 'л', 'к']","['p', 'o0', 'l', 'k']",9374,"[('п', 'p'), ('о', 'o0'), ('л', 'l'), ('к', 'k')]"
413,"['к', 'у', 'р', 'с']","['k', 'u0', 'r', 's']",9273,"[('к', 'k'), ('у', 'u0'), ('р', 'r'), ('с', 's')]"
414,"['ч', 'у', 'т', 'ь']","['ch', 'u0', ""t'""]",9273,"[('ч', 'ch'), ('у', 'u0'), ('т', ""t'""), ('ь', '-')]"
415,"['в', 'з', 'я', 'в']","['v', ""z'"", 'a0', 'f']",9273,"[('в', 'v'), ('з', ""z'""), ('я', 'a0'), ('в', 'f')]"
416,"['ц', 'е', 'н', 'т', 'р']","['c', 'e0', 'n', 't', 'r']",9172,"[('ц', 'c'), ('е', 'e0'), ('н', 'n'), ('т', 't'), ('р', 'r')]"
417,"['ф', 'и', 'л', 'ь', 'м']","[""f'"", 'i0', ""l'"", 'm']",9172,"[('ф', ""f'""), ('и', 'i0'), ('л', ""l'""), ('ь', '-'), ('м', 'm')]"
418,"['н', 'о', 'с']","['n', 'o0', 's']",9071,"[('н', 'n'), ('о', 'o0'), ('с', 's')]"
419,"['с', 'н', 'а']","['s', 'n', 'a0']",9071,"[('с', 's'), ('н', 'n'), ('а', 'a0')]"
420,"['т', 'е', 'н', 'ь']","[""t'"", 'e0', ""n'""]",8971,"[('т', ""t'""), ('е', 'e0'), ('н', ""n'""), ('ь', '-')]"
421,"['к', 'р', 'и', 'к']","['k', ""r'"", 'i0', 'k']",8971,"[('к', 'k'), ('р', ""r'""), ('и', 'i0'), ('к', 'k')]"
422,"['б', 'о', 'л', 'ь']","['b', 'o0', ""l'""]",8870,"[('б', 'b'), ('о', 'o0'), ('л', ""l'""), ('ь', '-')]"
423,"['в', 'е', 'к']","[""v'"", 'e0', 'k']",8870,"[('в', ""v'""), ('е', 'e0'), ('к', 'k')]"
424,"['с', 'т', 'а']","['s', 't', 'a0']",8870,"[('с', 's'), ('т', 't'), ('а', 'a0')]"
425,"['д', 'н', 'е']","[""d'"", ""n'"", 'e0']",8870,"[('д', ""d'""), ('н', ""n'""), ('е', 'e0')]"
426,"['м', 'и', 'г']","[""m'"", 'i0', 'k']",8870,"[('м', ""m'""), ('и', 'i0'), ('г', 'k')]"
427,"['х', 'л', 'е', 'б']","['h', ""l'"", 'e0', 'p']",8870,"[('х', 'h'), ('л', ""l'""), ('е', 'e0'), ('б', 'p')]"
428,"['ф', 'р', 'о', 'н', 'т']","['f', 'r', 'o0', 'n', 't']",8870,"[('ф', 'f'), ('р', 'r'), ('о', 'o0'), ('н', 'n'), ('т', 't')]"
429,"['б', 'и', 'т', 'ь']","[""b'"", 'i0', ""t'""]",8769,"[('б', ""b'""), ('и', 'i0'), ('т', ""t'""), ('ь', '-')]"
430,"['б', 'о', 'й']","['b', 'o0', 'j']",8769,"[('б', 'b'), ('о', 'o0'), ('й', 'j')]"
431,"['в', 'а', 'с']","['v', 'a0', 's']",8769,"[('в', 'v'), ('а', 'a0'), ('с', 's')]"
432,"['с', 'е', 'с', 'т', 'ь']","[""s'"", 'e0', ""s'"", ""t'""]",8769,"[('с', ""s'""), ('е', 'e0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
433,"['т', 'р', 'у', 'д']","['t', 'r', 'u0', 't']",8769,"[('т', 't'), ('р', 'r'), ('у', 'u0'), ('д', 't')]"
434,"['в', 'р', 'а', 'г']","['v', 'r', 'a0', 'k']",8668,"[('в', 'v'), ('р', 'r'), ('а', 'a0'), ('г', 'k')]"
435,"['м', 'е', 'ж']","[""m'"", 'e0', 'sh']",8668,"[('м', ""m'""), ('е', 'e0'), ('ж', 'sh')]"
436,"['с', 'р', 'о', 'к']","['s', 'r', 'o0', 'k']",8568,"[('с', 's'), ('р', 'r'), ('о', 'o0'), ('к', 'k')]"
437,"['в', 'с', 'е', 'м']","['f', ""s'"", 'e0', 'm']",8467,"[('в', 'f'), ('с', ""s'""), ('е', 'e0'), ('м', 'm')]"
438,"['в', 'с', 'е', 'м']","['f', ""s'"", 'e0', 'm']",8467,"[('в', 'f'), ('с', ""s'""), ('е', 'e0'), ('м', 'm')]"
439,"['ч', 'т', 'о']","['sh', 't', 'o0']",8467,"[('ч', 'sh'), ('т', 't'), ('о', 'o0')]"
440,"['с', 'м', 'е', 'х']","['s', ""m'"", 'e0', 'h']",8366,"[('с', 's'), ('м', ""m'""), ('е', 'e0'), ('х', 'h')]"
441,"['т', 'а', 'к']","['t', 'a0', 'k']",8366,"[('т', 't'), ('а', 'a0'), ('к', 'k')]"
442,"['х', 'р', 'а', 'м']","['h', 'r', 'a0', 'm']",8366,"[('х', 'h'), ('р', 'r'), ('а', 'a0'), ('м', 'm')]"
443,"['т', 'е', 'к', 'с', 'т']","[""t'"", 'e0', 'k', 's', 't']",8366,"[('т', ""t'""), ('е', 'e0'), ('к', 'k'), ('с', 's'), ('т', 't')]"
444,"['п', 'л', 'е', 'н']","['p', ""l'"", 'e0', 'n']",8366,"[('п', 'p'), ('л', ""l'""), ('е', 'e0'), ('н', 'n')]"
445,"['г', 'л', 'а', 'з']","['g', 'l', 'a0', 's']",8265,"[('г', 'g'), ('л', 'l'), ('а', 'a0'), ('з', 's')]"
446,"['р', 'т', 'а']","['r', 't', 'a0']",8164,"[('р', 'r'), ('т', 't'), ('а', 'a0')]"
447,"['к', 'л', 'а', 'с', 'с']","['k', 'l', 'a0', 's']",8164,"[('к', 'k'), ('л', 'l'), ('а', 'a0'), ('с', 's'), ('с', '-')]"
448,"['т', 'о']","['t', 'o0']",8164,"[('т', 't'), ('о', 'o0')]"
449,"['з', 'н', 'а', 'к']","['z', 'n', 'a0', 'k']",8064,"[('з', 'z'), ('н', 'n'), ('а', 'a0'), ('к', 'k')]"
450,"['н', 'е', 'й']","[""n'"", 'e0', 'j']",8064,"[('н', ""n'""), ('е', 'e0'), ('й', 'j')]"
451,"['з', 'а', 'л']","['z', 'a0', 'l']",7963,"[('з', 'z'), ('а', 'a0'), ('л', 'l')]"
452,"['з', 'н', 'а', 'к']","['z', 'n', 'a0', 'k']",7963,"[('з', 'z'), ('н', 'n'), ('а', 'a0'), ('к', 'k')]"
453,"['с', 'л', 'у', 'х']","['s', 'l', 'u0', 'h']",7963,"[('с', 's'), ('л', 'l'), ('у', 'u0'), ('х', 'h')]"
454,"['с', 'н', 'о', 'м']","['s', 'n', 'o0', 'm']",7963,"[('с', 's'), ('н', 'n'), ('о', 'o0'), ('м', 'm')]"
455,"['с', 'т', 'р', 'а', 'х']","['s', 't', 'r', 'a0', 'h']",7963,"[('с', 's'), ('т', 't'), ('р', 'r'), ('а', 'a0'), ('х', 'h')]"
456,"['м', 'е', 'р']","[""m'"", 'e0', 'r']",7862,"[('м', ""m'""), ('е', 'e0'), ('р', 'r')]"
457,"['д', 'у', 'ш']","['d', 'u0', 'sh']",7862,"[('д', 'd'), ('у', 'u0'), ('ш', 'sh')]"
458,"['ч', 'е', 'с', 'т', 'ь']","['ch', 'e0', ""s'"", ""t'""]",7862,"[('ч', 'ch'), ('е', 'e0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
459,"['д', 'н', 'а']","['d', 'n', 'a0']",7862,"[('д', 'd'), ('н', 'n'), ('а', 'a0')]"
460,"['з', 'в', 'е', 'р', 'ь']","['z', ""v'"", 'e0', ""r'""]",7862,"[('з', 'z'), ('в', ""v'""), ('е', 'e0'), ('р', ""r'""), ('ь', '-')]"
461,"['т', 'о', 'н', 'н']","['t', 'o0', 'n']",7862,"[('т', 't'), ('о', 'o0'), ('н', 'n'), ('н', '-')]"
462,"['у', 'м']","['u0', 'm']",7761,"[('у', 'u0'), ('м', 'm')]"
463,"['ц', 'е', 'л', 'ь']","['c', 'e0', ""l'""]",7761,"[('ц', 'c'), ('е', 'e0'), ('л', ""l'""), ('ь', '-')]"
464,"['к', 'о', 'н', 'ь']","['k', 'o0', ""n'""]",7761,"[('к', 'k'), ('о', 'o0'), ('н', ""n'""), ('ь', '-')]"
465,"['с', 'у', 'т', 'ь']","['s', 'u0', ""t'""]",7660,"[('с', 's'), ('у', 'u0'), ('т', ""t'""), ('ь', '-')]"
466,"['т', 'а', 'к']","['t', 'a0', 'k']",7660,"[('т', 't'), ('а', 'a0'), ('к', 'k')]"
467,"['ю', 'г']","['j', 'u0', 'k']",7660,"[('ю', 'ju0'), ('г', 'k')]"
468,"['ф', 'и', 'л', 'ь', 'м']","[""f'"", 'i0', ""l'"", 'm']",7660,"[('ф', ""f'""), ('и', 'i0'), ('л', ""l'""), ('ь', '-'), ('м', 'm')]"
469,"['м', 'а', 'с', 'с']","['m', 'a0', 's']",7660,"[('м', 'm'), ('а', 'a0'), ('с', 's'), ('с', '-')]"
470,"['д', 'о', 'л', 'г']","['d', 'o0', 'l', 'k']",7560,"[('д', 'd'), ('о', 'o0'), ('л', 'l'), ('г', 'k')]"
471,"['ц', 'в', 'е', 'т']","['c', ""v'"", 'e0', 't']",7560,"[('ц', 'c'), ('в', ""v'""), ('е', 'e0'), ('т', 't')]"
472,"['б', 'о', 'л', 'ь']","['b', 'o0', ""l'""]",7560,"[('б', 'b'), ('о', 'o0'), ('л', ""l'""), ('ь', '-')]"
473,"['п', 'т', 'и', 'ц']","['p', ""t'"", 'i0', 'c']",7560,"[('п', 'p'), ('т', ""t'""), ('и', 'i0'), ('ц', 'c')]"
474,"['ц', 'е', 'н', 'т', 'р']","['c', 'e0', 'n', 't', 'r']",7560,"[('ц', 'c'), ('е', 'e0'), ('н', 'n'), ('т', 't'), ('р', 'r')]"
475,"['ш', 'к', 'о', 'л']","['sh', 'k', 'o0', 'l']",7560,"[('ш', 'sh'), ('к', 'k'), ('о', 'o0'), ('л', 'l')]"
476,"['ф', 'о', 'н']","['f', 'o0', 'n']",7560,"[('ф', 'f'), ('о', 'o0'), ('н', 'n')]"
477,"['б', 'о', 'к']","['b', 'o0', 'k']",7459,"[('б', 'b'), ('о', 'o0'), ('к', 'k')]"
478,"['в', 'а', 'ш']","['v', 'a0', 'sh']",7459,"[('в', 'v'), ('а', 'a0'), ('ш', 'sh')]"
479,"['с', 'в', 'о', 'й', 'с', 'т', 'в']","['s', 'v', 'o0', 'j', 's', 't', 'f']",7459,"[('с', 's'), ('в', 'v'), ('о', 'o0'), ('й', 'j'), ('с', 's'), ('т', 't'), ('в', 'f')]"
480,"['т', 'о', 'н']","['t', 'o0', 'n']",7459,"[('т', 't'), ('о', 'o0'), ('н', 'n')]"
481,"['з', 'в', 'ё', 'з', 'д']","['z', ""v'"", 'o0', 'z', 't']",7459,"[('з', 'z'), ('в', ""v'""), ('ё', 'o0'), ('з', 'z'), ('д', 't')]"
482,"['п', 'о', 'с', 'т']","['p', 'o0', 's', 't']",7459,"[('п', 'p'), ('о', 'o0'), ('с', 's'), ('т', 't')]"
483,"['с', 'т', 'р', 'а', 'с', 'т', 'ь']","['s', 't', 'r', 'a0', ""s'"", ""t'""]",7459,"[('с', 's'), ('т', 't'), ('р', 'r'), ('а', 'a0'), ('с', ""s'""), ('т', ""t'""), ('ь', '-')]"
484,['э'],['e0'],7459,"[('э', 'e0')]"
485,"['а', 'к', 'т']","['a0', 'k', 't']",7459,"[('а', 'a0'), ('к', 'k'), ('т', 't')]"
486,"['п', 'и', 'л']","[""p'"", 'i0', 'l']",7358,"[('п', ""p'""), ('и', 'i0'), ('л', 'l')]"
487,"['к', 'р', 'у', 'г']","['k', 'r', 'u0', 'k']",7358,"[('к', 'k'), ('р', 'r'), ('у', 'u0'), ('г', 'k')]"
488,"['в', 'с', 'е']","['f', ""s'"", 'e0']",7358,"[('в', 'f'), ('с', ""s'""), ('е', 'e0')]"
489,"['в', 'е', 'щ', 'ь']","[""v'"", 'e0', 'sc']",7257,"[('в', ""v'""), ('е', 'e0'), ('щ', 'sc'), ('ь', '-')]"
490,"['ц', 'в', 'е', 'т']","['c', ""v'"", 'e0', 't']",7257,"[('ц', 'c'), ('в', ""v'""), ('е', 'e0'), ('т', 't')]"
491,"['т', 'е', 'к', 'с', 'т']","[""t'"", 'e0', 'k', 's', 't']",7257,"[('т', ""t'""), ('е', 'e0'), ('к', 'k'), ('с', 's'), ('т', 't')]"
492,"['з', 'л', 'о']","['z', 'l', 'o0']",7156,"[('з', 'z'), ('л', 'l'), ('о', 'o0')]"
493,"['к', 'л', 'ю', 'ч']","['k', ""l'"", 'u0', 'ch']",7156,"[('к', 'k'), ('л', ""l'""), ('ю', 'u0'), ('ч', 'ch')]"
494,"['с', 'к', 'р', 'ы', 'т', 'ь']","['s', 'k', 'r', 'y0', ""t'""]",7156,"[('с', 's'), ('к', 'k'), ('р', 'r'), ('ы', 'y0'), ('т', ""t'""), ('ь', '-')]"
495,"['ж', 'д', 'ё', 'т']","['zh', ""d'"", 'o0', 't']",7156,"[('ж', 'zh'), ('д', ""d'""), ('ё', 'o0'), ('т', 't')]"
496,"['д', 'а', 'м']","['d', 'a0', 'm']",7056,"[('д', 'd'), ('а', 'a0'), ('м', 'm')]"
497,"['с', 'п', 'л', 'о', 'ш', 'ь']","['s', 'p', 'l', 'o0', 'sh']",6955,"[('с', 's'), ('п', 'p'), ('л', 'l'), ('о', 'o0'), ('ш', 'sh'), ('ь', '-')]"
498,"['т', 'и', 'п']","[""t'"", 'i0', 'p']",6955,"[('т', ""t'""), ('и', 'i0'), ('п', 'p')]"
499,"['п', 'е', 'т', 'ь']","[""p'"", 'e0', ""t'""]",6955,"[('п', ""p'""), ('е', 'e0'), ('т', ""t'""), ('ь', '-')]"
500,"['с', 'к', 'о', 'л', 'ь']","['s', 'k', 'o0', ""l'""]",6955,"[('с', 's'), ('к', 'k'), ('о', 'o0'), ('л', ""l'""), ('ь', '-')]"
501,"['ш', 'т', 'у', 'к']","['sh', 't', 'u0', 'k']",6955,"[('ш', 'sh'), ('т', 't'), ('у', 'u0'), ('к', 'k')]"
502,"['д', 'ы', 'м']","['d', 'y0', 'm']",6955,"[('д', 'd'), ('ы', 'y0'), ('м', 'm')]"
503,"['и', 'ш', 'ь']","['i0', 'sh']",6955,"[('и', 'i0'), ('ш', 'sh'), ('ь', '-')]"
504,"['с', 'н', 'е', 'г']","[""s'"", ""n'"", 'e0', 'k']",6955,"[('с', ""s'""), ('н', ""n'""), ('е', 'e0'), ('г', 'k')]"
505,"['б', 'о', 'й']","['b', 'o0', 'j']",6955,"[('б', 'b'), ('о', 'o0'), ('й', 'j')]"
506,"['х', 'о', 'д']","['h', 'o0', 't']",6854,"[('х', 'h'), ('о', 'o0'), ('д', 't')]"
507,"['л', 'и', 'с', 'т']","[""l'"", 'i0', 's', 't']",6753,"[('л', ""l'""), ('и', 'i0'), ('с', 's'), ('т', 't')]"
508,"['ф', 'а', 'к', 'т']","['f', 'a0', 'k', 't']",6753,"[('ф', 'f'), ('а', 'a0'), ('к', 'k'), ('т', 't')]"
509,"['ц', 'е', 'н']","['c', 'e0', 'n']",6753,"[('ц', 'c'), ('е', 'e0'), ('н', 'n')]"
510,"['д', 'в', 'о', 'р']","['d', 'v', 'o0', 'r']",6652,"[('д', 'd'), ('в', 'v'), ('о', 'o0'), ('р', 'r')]"
511,"['е', 'л']","['j', 'e0', 'l']",6652,"[('е', 'je0'), ('л', 'l')]"
512,"['д', 'в', 'у', 'м']","['d', 'v', 'u0', 'm']",6552,"[('д', 'd'), ('в', 'v'), ('у', 'u0'), ('м', 'm')]"
513,"['т', 'о']","['t', 'o0']",6552,"[('т', 't'), ('о', 'o0')]"
514,"['с', 'т', 'и', 'л', 'ь']","[""s'"", ""t'"", 'i0', ""l'""]",6451,"[('с', ""s'""), ('т', ""t'""), ('и', 'i0'), ('л', ""l'""), ('ь', '-')]"
515,"['м', 'о', 'с', 'т']","['m', 'o0', 's', 't']",6451,"[('м', 'm'), ('о', 'o0'), ('с', 's'), ('т', 't')]"
516,"['б', 'ы', 'т', 'ь']","['b', 'y0', ""t'""]",6451,"[('б', 'b'), ('ы', 'y0'), ('т', ""t'""), ('ь', '-')]"
517,"['п', 'л', 'ю', 'с']","['p', ""l'"", 'u0', 's']",6350,"[('п', 'p'), ('л', ""l'""), ('ю', 'u0'), ('с', 's')]"
518,"['п', 'ы', 'л', 'ь']","['p', 'y0', ""l'""]",6350,"[('п', 'p'), ('ы', 'y0'), ('л', ""l'""), ('ь', '-')]"
519,"['к', 'л', 'а', 'с', 'с']","['k', 'l', 'a0', 's']",6350,"[('к', 'k'), ('л', 'l'), ('а', 'a0'), ('с', 's'), ('с', '-')]"
520,"['ш', 'а', 'г']","['sh', 'a0', 'k']",6350,"[('ш', 'sh'), ('а', 'a0'), ('г', 'k')]"
521,"['з', 'л', 'о']","['z', 'l', 'o0']",6350,"[('з', 'z'), ('л', 'l'), ('о', 'o0')]"
522,"['ч', 'а', 'й']","['ch', 'a0', 'j']",6350,"[('ч', 'ch'), ('а', 'a0'), ('й', 'j')]"
523,"['м', 'а', 'р', 'к']","['m', 'a0', 'r', 'k']",6350,"[('м', 'm'), ('а', 'a0'), ('р', 'r'), ('к', 'k')]"
524,"['р', 'а', 'з']","['r', 'a0', 's']",6249,"[('р', 'r'), ('а', 'a0'), ('з', 's')]"
525,"['ш', 'у', 'м']","['sh', 'u0', 'm']",6249,"[('ш', 'sh'), ('у', 'u0'), ('м', 'm')]"
526,"['а', 'й']","['a0', 'j']",6249,"[('а', 'a0'), ('й', 'j')]"
527,"['т', 'в', 'о', 'й']","['t', 'v', 'o0', 'j']",6249,"[('т', 't'), ('в', 'v'), ('о', 'o0'), ('й', 'j')]"
528,"['с', 'т', 'о', 'й']","['s', 't', 'o0', 'j']",6249,"[('с', 's'), ('т', 't'), ('о', 'o0'), ('й', 'j')]"
529,"['в', 'о', 'л', 'н']","['v', 'o0', 'l', 'n']",6249,"[('в', 'v'), ('о', 'o0'), ('л', 'l'), ('н', 'n')]"
530,"['л', 'е', 'т']","[""l'"", 'e0', 't']",6249,"[('л', ""l'""), ('е', 'e0'), ('т', 't')]"
531,"['б', 'а', 'н', 'к']","['b', 'a0', 'n', 'k']",6148,"[('б', 'b'), ('а', 'a0'), ('н', 'n'), ('к', 'k')]"
532,"['з', 'л', 'о', 'й']","['z', 'l', 'o0', 'j']",6048,"[('з', 'z'), ('л', 'l'), ('о', 'o0'), ('й', 'j')]"
533,"['в', 'о', 'н']","['v', 'o0', 'n']",6048,"[('в', 'v'), ('о', 'o0'), ('н', 'n')]"
534,"['в', 'п', 'р', 'е', 'д', 'ь']","['f', 'p', ""r'"", 'e0', ""t'""]",6048,"[('в', 'f'), ('п', 'p'), ('р', ""r'""), ('е', 'e0'), ('д', ""t'""), ('ь', '-')]"
535,"['д', 'н', 'о']","['d', 'n', 'o0']",6048,"[('д', 'd'), ('н', 'n'), ('о', 'o0')]"
536,"['к', 'р', 'е', 'с', 'т']","['k', ""r'"", 'e0', 's', 't']",6048,"[('к', 'k'), ('р', ""r'""), ('е', 'e0'), ('с', 's'), ('т', 't')]"
537,"['в', 'з', 'р', 'ы', 'в']","['v', 'z', 'r', 'y0', 'f']",5947,"[('в', 'v'), ('з', 'z'), ('р', 'r'), ('ы', 'y0'), ('в', 'f')]"
538,"['м', 'о', 'с', 'т']","['m', 'o0', 's', 't']",5947,"[('м', 'm'), ('о', 'o0'), ('с', 's'), ('т', 't')]"
539,"['р', 'о', 'д']","['r', 'o0', 't']",5947,"[('р', 'r'), ('о', 'o0'), ('д', 't')]"
540,"['с', 'л', 'е', 'д']","['s', ""l'"", 'e0', 't']",5947,"[('с', 's'), ('л', ""l'""), ('е', 'e0'), ('д', 't')]"
541,"['д', 'о', 'л', 'г']","['d', 'o0', 'l', 'k']",5947,"[('д', 'd'), ('о', 'o0'), ('л', 'l'), ('г', 'k')]"
542,"['с', 'е', 'й']","[""s'"", 'e0', 'j']",5947,"[('с', ""s'""), ('е', 'e0'), ('й', 'j')]"
543,"['г', 'р', 'я', 'з', 'ь']","['g', ""r'"", 'a0', ""s'""]",5846,"[('г', 'g'), ('р', ""r'""), ('я', 'a0'), ('з', ""s'""), ('ь', '-')]"
544,"['д', 'а', 'й']","['d', 'a0', 'j']",5846,"[('д', 'd'), ('а', 'a0'), ('й', 'j')]"
545,"['ж', 'д', 'а', 'л']","['zh', 'd', 'a0', 'l']",5846,"[('ж', 'zh'), ('д', 'd'), ('а', 'a0'), ('л', 'l')]"
546,"['п', 'е', 'л']","[""p'"", 'e0', 'l']",5846,"[('п', ""p'""), ('е', 'e0'), ('л', 'l')]"
547,"['к', 'р', 'е', 'с', 'т']","['k', ""r'"", 'e0', 's', 't']",5846,"[('к', 'k'), ('р', ""r'""), ('е', 'e0'), ('с', 's'), ('т', 't')]"
548,"['п', 'ы', 'л', 'ь']","['p', 'y0', ""l'""]",5846,"[('п', 'p'), ('ы', 'y0'), ('л', ""l'""), ('ь', '-')]"
549,"['т', 'о', 'н']","['t', 'o0', 'n']",5846,"[('т', 't'), ('о', 'o0'), ('н', 'n')]"
550,"['г', 'р', 'у', 'д', 'ь']","['g', 'r', 'u0', ""t'""]",5846,"[('г', 'g'), ('р', 'r'), ('у', 'u0'), ('д', ""t'""), ('ь', '-')]"
551,['я'],"['j', 'a0']",5846,"[('я', 'ja0')]"
552,"['л', 'о', 'ж', 'ь']","['l', 'o0', 'sh']",5745,"[('л', 'l'), ('о', 'o0'), ('ж', 'sh'), ('ь', '-')]"
553,"['н', 'о', 'ж']","['n', 'o0', 'sh']",5745,"[('н', 'n'), ('о', 'o0'), ('ж', 'sh')]"
554,"['т', 'е', 'л']","[""t'"", 'e0', 'l']",5745,"[('т', ""t'""), ('е', 'e0'), ('л', 'l')]"
555,"['в', 'е', 'к']","[""v'"", 'e0', 'k']",5644,"[('в', ""v'""), ('е', 'e0'), ('к', 'k')]"
556,"['с', 'т', 'р', 'о', 'й']","['s', 't', 'r', 'o0', 'j']",5644,"[('с', 's'), ('т', 't'), ('р', 'r'), ('о', 'o0'), ('й', 'j')]"
557,"['с', 'т', 'у', 'к']","['s', 't', 'u0', 'k']",5644,"[('с', 's'), ('т', 't'), ('у', 'u0'), ('к', 'k')]"
558,"['з', 'н', 'а', 'т', 'ь']","['z', 'n', 'a0', ""t'""]",5544,"[('з', 'z'), ('н', 'n'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
559,"['н', 'о', 'р', 'м']","['n', 'o0', 'r', 'm']",5544,"[('н', 'n'), ('о', 'o0'), ('р', 'r'), ('м', 'm')]"
560,"['х', 'в', 'о', 'с', 'т']","['h', 'v', 'o0', 's', 't']",5544,"[('х', 'h'), ('в', 'v'), ('о', 'o0'), ('с', 's'), ('т', 't')]"
561,"['в', 'н', 'у', 'т', 'р', 'ь']","['v', 'n', 'u0', 't', ""r'""]",5544,"[('в', 'v'), ('н', 'n'), ('у', 'u0'), ('т', 't'), ('р', ""r'""), ('ь', '-')]"
562,"['т', 'ь', 'м', 'а']","[""t'"", 'm', 'a0']",5544,"[('т', ""t'""), ('ь', '-'), ('м', 'm'), ('а', 'a0')]"
563,"['ч', 'ь', 'и']","['ch', 'j', 'i0']",5544,"[('ч', 'ch'), ('ь', '-'), ('и', 'ji0')]"
564,"['л', 'у', 'ч']","['l', 'u0', 'ch']",5544,"[('л', 'l'), ('у', 'u0'), ('ч', 'ch')]"
565,"['п', 'р', 'и', 'н', 'ц']","['p', ""r'"", 'i0', 'n', 'c']",5544,"[('п', 'p'), ('р', ""r'""), ('и', 'i0'), ('н', 'n'), ('ц', 'c')]"
566,"['л', 'и', 'ц']","[""l'"", 'i0', 'c']",5443,"[('л', ""l'""), ('и', 'i0'), ('ц', 'c')]"
567,"['г', 'р', 'о', 'б']","['g', 'r', 'o0', 'p']",5443,"[('г', 'g'), ('р', 'r'), ('о', 'o0'), ('б', 'p')]"
568,"['г', 'р', 'я', 'з', 'ь']","['g', ""r'"", 'a0', ""s'""]",5443,"[('г', 'g'), ('р', ""r'""), ('я', 'a0'), ('з', ""s'""), ('ь', '-')]"
569,"['з', 'в', 'а', 'т', 'ь']","['z', 'v', 'a0', ""t'""]",5443,"[('з', 'z'), ('в', 'v'), ('а', 'a0'), ('т', ""t'""), ('ь', '-')]"
570,"['л', 'и', 'с', 'т']","[""l'"", 'i0', 's', 't']",5443,"[('л', ""l'""), ('и', 'i0'), ('с', 's'), ('т', 't')]"
571,"['г', 'у', 'б']","['g', 'u0', 'p']",5443,"[('г', 'g'), ('у', 'u0'), ('б', 'p')]"
572,"['с', 'ъ', 'е', 'з', 'д']","['s', 'j', 'e0', 'z', 't']",5443,"[('с', 's'), ('ъ', '-'), ('е', 'je0'), ('з', 'z'), ('д', 't')]"
573,"['к', 'о', 'л', 'ь']","['k', 'o0', ""l'""]",5443,"[('к', 'k'), ('о', 'o0'), ('л', ""l'""), ('ь', '-')]"
574,"['у', 'ж']","['u0', 'sh']",5443,"[('у', 'u0'), ('ж', 'sh')]"
575,"['з', 'н', 'а', 'л']","['z', 'n', 'a0', 'l']",5342,"[('з', 'z'), ('н', 'n'), ('а', 'a0'), ('л', 'l')]"
576,"['б', 'о', 'р', 'т']","['b', 'o0', 'r', 't']",5342,"[('б', 'b'), ('о', 'o0'), ('р', 'r'), ('т', 't')]"
