word,pos,grapheme,phoneme_real,freq
подружились,11,ь,-,3
подряд,1,п,p,8
подряд,2,о,a,8
подряд,3,д,d,8
подряд,4,р,r',8
подряд,5,я,a,8
подряд,6,д,t,8
подслеповатым,1,п,p,1
подслеповатым,2,о,a,1
подслеповатым,3,д,-,1
подслеповатым,4,с,c,1
подслеповатым,5,л,l',1
подслеповатым,6,е,i,1
подслеповатым,7,п,p,1
подслеповатым,8,о,a,1
подслеповатым,9,в,v,1
подслеповатым,10,а,a,1
подслеповатым,11,т,t,1
подслеповатым,12,ы,y,1
подслеповатым,13,м,m,1
подслушал,1,п,p,18
подслушал,2,о,a,18
подслушал,3,д,c,18
подслушал,4,с,s,18
подслушал,5,л,l,18
подслушал,6,у,u,18
подслушал,7,ш,sh,18
подслушал,8,а,a,18
подслушал,9,л,l,18
подслушать,1,п,p,8
подслушать,2,о,a,8
подслушать,3,д,-,8
подслушать,4,с,c,8
подслушать,5,л,l,8
подслушать,6,у,u,8
подслушать,7,ш,sh,8
подслушать,8,а,a,8
подслушать,9,т,t',8
подслушать,10,ь,-,8
подслушивать,1,п,p,16
подслушивать,2,о,a,16
подслушивать,3,д,c,16
подслушивать,4,с,s,16
подслушивать,5,л,l,16
подслушивать,6,у,u,16
подслушивать,7,ш,sh,16
подслушивать,8,и,y,16
подслушивать,9,в,v,16
подслушивать,10,а,a,16
подслушивать,11,т,t',16
подслушивать,12,ь,-,16
подсмеивался,1,п,p,3
подсмеивался,2,о,a,3
подсмеивался,3,д,-,3
подсмеивался,4,с,c,3
подсмеивался,5,м,m',3
подсмеивался,6,е,e,3
подсмеивался,7,и,i,3
подсмеивался,8,в,v,3
подсмеивался,9,а,a,3
подсмеивался,10,л,l,3
подсмеивался,11,с,s',3
подсмеивался,12,я,a,3
подсобить,1,п,p,3
подсобить,2,о,a,3
подсобить,3,д,c,3
подсобить,4,с,s,3
подсобить,5,о,a,3
подсобить,6,б,b',3
подсобить,7,и,i,3
подсобить,8,т,t',3
подсобить,9,ь,-,3
подсобной,1,п,p,8
подсобной,2,о,a,8
подсобной,3,д,c,8
подсобной,4,с,s,8
подсобной,5,о,o,8
подсобной,6,б,b,8
подсобной,7,н,n,8
подсобной,8,о,a,8
подсобной,9,й,j,8
подсчитала,1,п,p,8
подсчитала,2,о,a,8
подсчитала,3,д,ch,8
подсчитала,4,с,-,8
подсчитала,5,ч,sc,8
подсчитала,6,и,i,8
подсчитала,7,т,t,8
подсчитала,8,а,a,8
подсчитала,9,л,l,8
подсчитала,10,а,a,8
подтвердила,1,п,p,1
подтвердила,2,о,a,1
подтвердила,3,д,t,1
подтвердила,4,т,t,1
подтвердила,5,в,v',1
подтвердила,6,е,i,1
подтвердила,7,р,r,1
подтвердила,8,д,d',1
подтвердила,9,и,i,1
подтвердила,10,л,l,1
подтвердила,11,а,a,1
подтвердилось,1,п,p,1
подтвердилось,2,о,a,1
подтвердилось,3,д,t,1
подтвердилось,4,т,t,1
подтвердилось,5,в,v',1
подтвердилось,6,е,i,1
подтвердилось,7,р,r,1
подтвердилось,8,д,d',1
подтвердилось,9,и,i,1
подтвердилось,10,л,l,1
подтвердилось,11,о,a,1
подтвердилось,12,с,s',1
подтвердилось,13,ь,-,1
подтвердит,1,п,p,1
подтвердит,2,о,a,1
подтвердит,3,д,t,1
подтвердит,4,т,t,1
подтвердит,5,в,v',1
подтвердит,6,е,i,1
подтвердит,7,р,r,1
подтвердит,8,д,d',1
подтвердит,9,и,i,1
подтвердит,10,т,t,1
подтеки,1,п,p,3
подтеки,2,о,a,3
подтеки,3,д,t',3
подтеки,4,т,t',3
подтеки,5,е,o,3
подтеки,6,к,k',3
подтеки,7,и,i,3
подтолкнуть,1,п,p,2
подтолкнуть,2,о,a,2
подтолкнуть,3,д,t,2
подтолкнуть,4,т,t,2
подтолкнуть,5,о,a,2
подтолкнуть,6,л,l,2
подтолкнуть,7,к,k,2
подтолкнуть,8,н,n,2
подтолкнуть,9,у,u,2
подтолкнуть,10,т,d',2
подтолкнуть,11,ь,-,2
подумав,1,п,p,8
подумав,2,о,a,8
подумав,3,д,d,8
подумав,4,у,u,8
подумав,5,м,m,8
подумав,6,а,a,8
подумав,7,в,f,8
подумает,1,п,p,11
подумает,2,о,a,11
подумает,3,д,d,11
подумает,4,у,u,11
подумает,5,м,m,11
подумает,6,а,a,11
подумает,7,е,ji,11
подумает,8,т,t,11
подумай,1,п,p,3
подумай,2,о,a,3
подумай,3,д,d,3
подумай,4,у,u,3
подумай,5,м,m,3
подумай,6,а,a,3
подумай,7,й,j,3
подумайте,1,п,p,14
подумайте,2,о,a,14
подумайте,3,д,d,14
подумайте,4,у,u,14
подумайте,5,м,m,14
подумайте,6,а,a,14
подумайте,7,й,j,14
подумайте,8,т,t',14
подумайте,9,е,i,14
подумал,1,п,p,134
подумал,2,о,a,134
подумал,3,д,d,134
подумал,4,у,u,134
подумал,5,м,m,134
подумал,6,а,a,134
подумал,7,л,l,134
подумала,1,п,p,6
подумала,2,о,a,6
подумала,3,д,d,6
подумала,4,у,u,6
подумала,5,м,m,6
подумала,6,а,a,6
подумала,7,л,l,6
подумала,8,а,a,6
подумали,1,п,p,6
подумали,2,о,a,6
подумали,3,д,d,6
подумали,4,у,u,6
подумали,5,м,m,6
подумали,6,а,a,6
подумали,7,л,l',6
подумали,8,и,i,6
подумать,1,п,p,37
подумать,2,о,a,37
подумать,3,д,d,37
подумать,4,у,u,37
подумать,5,м,m,37
подумать,6,а,a,37
подумать,7,т,t',37
подумать,8,ь,-,37
подумаю,1,п,p,3
подумаю,2,о,a,3
подумаю,3,д,d,3
подумаю,4,у,u,3
подумаю,5,м,m,3
подумаю,6,а,a,3
подумаю,7,ю,ju,3
подушка,1,п,p,7
подушка,2,о,a,7
подушка,3,д,d,7
подушка,4,у,u,7
подушка,5,ш,sh,7
подушка,6,к,k,7
подушка,7,а,a,7
подушки,1,п,p,7
подушки,2,о,a,7
подушки,3,д,d,7
подушки,4,у,u,7
подушки,5,ш,sh,7
подушки,6,к,k',7
подушки,7,и,i,7
подходила,1,п,p,8
подходила,2,о,a,8
подходила,3,д,t,8
подходила,4,х,h,8
подходила,5,о,a,8
подходила,6,д,d',8
подходила,7,и,i,8
подходила,8,л,l,8
подходила,9,а,a,8
подходили,1,п,p,8
подходили,2,о,a,8
подходили,3,д,t,8
подходили,4,х,h,8
подходили,5,о,a,8
подходили,6,д,d',8
подходили,7,и,i,8
подходили,8,л,l',8
подходили,9,и,i,8
подходит,1,п,p,29
подходит,2,о,a,29
подходит,3,д,t,29
подходит,4,х,h,29
подходит,5,о,o,29
подходит,6,д,d',29
подходит,7,и,i,29
подходит,8,т,t,29
подходить,1,п,p,5
подходить,2,о,a,5
подходить,3,д,t,5
подходить,4,х,h,5
подходить,5,о,a,5
подходить,6,д,d',5
подходить,7,и,i,5
подходить,8,т,t',5
подходить,9,ь,-,5
подходящую,1,п,p,8
подходящую,2,о,a,8
подходящую,3,д,t,8
подходящую,4,х,h,8
подходящую,5,о,a,8
подходящую,6,д,d',8
подходящую,7,я,a,8
подходящую,8,щ,sc,8
подходящую,9,у,u,8
подходящую,10,ю,ju,8
подчеркивало,1,п,p,3
подчеркивало,2,о,a,3
подчеркивало,3,д,-,3
подчеркивало,4,ч,ch,3
подчеркивало,5,е,o,3
подчеркивало,6,р,r,3
подчеркивало,7,к,k',3
подчеркивало,8,и,i,3
подчеркивало,9,в,v,3
подчеркивало,10,а,a,3
подчеркивало,11,л,l,3
подчеркивало,12,о,a,3
подчеркивать,1,п,p,3
подчеркивать,2,о,a,3
подчеркивать,3,д,-,3
подчеркивать,4,ч,ch,3
подчеркивать,5,е,o,3
подчеркивать,6,р,r,3
подчеркивать,7,к,k',3
подчеркивать,8,и,i,3
подчеркивать,9,в,v,3
подчеркивать,10,а,a,3
подчеркивать,11,т,t',3
подчеркивать,12,ь,-,3
подшучивает,1,п,p,8
подшучивает,2,о,a,8
подшучивает,3,д,ch,8
подшучивает,4,ш,sh,8
подшучивает,5,у,u,8
подшучивает,6,ч,ch,8
подшучивает,7,и,i,8
подшучивает,8,в,v,8
подшучивает,9,а,a,8
подшучивает,10,е,ji,8
подшучивает,11,т,t,8
подъезд,1,п,p,8
подъезд,2,о,a,8
подъезд,3,д,d,8
подъезд,4,ъ,-,8
подъезд,5,е,je,8
подъезд,6,з,s,8
подъезд,7,д,t,8
подъезда,1,п,p,19
подъезда,2,о,a,19
подъезда,3,д,d,19
подъезда,4,ъ,-,19
подъезда,5,е,je,19
подъезда,6,з,z,19
подъезда,7,д,d,19
подъезда,8,а,a,19
подъездам,1,п,p,3
подъездам,2,о,a,3
подъездам,3,д,d,3
подъездам,4,ъ,-,3
подъездам,5,е,je,3
подъездам,6,з,z,3
подъездам,7,д,d,3
подъездам,8,а,a,3
подъездам,9,м,m,3
подъездах,1,п,p,3
подъездах,2,о,a,3
подъездах,3,д,d,3
подъездах,4,ъ,-,3
подъездах,5,е,je,3
подъездах,6,з,z,3
подъездах,7,д,d,3
подъездах,8,а,a,3
подъездах,9,х,h,3
подъездов,1,п,p,3
подъездов,2,о,a,3
подъездов,3,д,d,3
подъездов,4,ъ,-,3
подъездов,5,е,je,3
подъездов,6,з,z,3
подъездов,7,д,d,3
подъездов,8,о,a,3
подъездов,9,в,f,3
подъезжают,1,п,p,3
подъезжают,2,о,a,3
подъезжают,3,д,d,3
подъезжают,4,ъ,-,3
подъезжают,5,е,ji,3
подъезжают,6,з,zh,3
подъезжают,7,ж,zh,3
подъезжают,8,а,a,3
подъезжают,9,ю,ju,3
подъезжают,10,т,t,3
подымалась,1,п,p,3
подымалась,2,о,a,3
подымалась,3,д,d,3
подымалась,4,ы,y,3
подымалась,5,м,m,3
подымалась,6,а,a,3
подымалась,7,л,l,3
подымалась,8,а,a,3
подымалась,9,с,s',3
подымалась,10,ь,-,3
подыскивалось,1,п,p,3
подыскивалось,2,о,a,3
подыскивалось,3,д,d,3
подыскивалось,4,ы,y,3
подыскивалось,5,с,s,3
подыскивалось,6,к,k',3
подыскивалось,7,и,i,3
подыскивалось,8,в,v,3
подыскивалось,9,а,a,3
подыскивалось,10,л,l,3
подыскивалось,11,о,a,3
подыскивалось,12,с,s',3
подыскивалось,13,ь,-,3
подыщем,1,п,p,3
подыщем,2,о,a,3
подыщем,3,д,d,3
подыщем,4,ы,y,3
подыщем,5,щ,sc,3
подыщем,6,е,i,3
подыщем,7,м,m,3
поедем,1,п,p,11
поедем,2,о,a,11
поедем,3,е,je,11
поедем,4,д,d',11
поедем,5,е,i,11
поедем,6,м,m,11
поедет,1,п,p,1
поедет,2,о,a,1
поедет,3,е,je,1
поедет,4,д,d',1
поедет,5,е,i,1
поедет,6,т,t,1
поедете,1,п,p,1
поедете,2,о,a,1
поедете,3,е,je,1
поедете,4,д,d',1
поедете,5,е,i,1
поедете,6,т,t',1
поедете,7,е,i,1
поедешь,1,п,p,8
поедешь,2,о,a,8
поедешь,3,е,je,8
поедешь,4,д,d',8
поедешь,5,е,i,8
поедешь,6,ш,sh,8
поедешь,7,ь,-,8
поедут,1,п,p,1
поедут,2,о,a,1
поедут,3,е,je,1
поедут,4,д,d,1
поедут,5,у,u,1
поедут,6,т,t,1
поездкам,1,п,p,8
поездкам,2,о,a,8
поездкам,3,е,je,8
поездкам,4,з,s,8
поездкам,5,д,t,8
поездкам,6,к,k,8
поездкам,7,а,a,8
поездкам,8,м,m,8
поёт,1,п,p,38
поёт,2,о,a,38
поёт,3,ё,jo,38
поёт,4,т,t,38
поехала,1,п,p,7
поехала,2,о,a,7
поехала,3,е,je,7
поехала,4,х,h,7
поехала,5,а,a,7
поехала,6,л,l,7
поехала,7,а,a,7
поехали,1,п,p,18
поехали,2,о,a,18
поехали,3,е,je,18
поехали,4,х,h,18
поехали,5,а,a,18
поехали,6,л,l',18
поехали,7,и,i,18
поехать,1,п,p,32
поехать,2,о,a,32
поехать,3,е,je,32
поехать,4,х,h,32
поехать,5,а,a,32
поехать,6,т,t',32
поехать,7,ь,-,32
пожал,1,п,p,8
пожал,2,о,a,8
пожал,3,ж,zh,8
пожал,4,а,a,8
пожал,5,л,l,8
пожала,1,п,p,3
пожала,2,о,a,3
пожала,3,ж,zh,3
пожала,4,а,a,3
пожала,5,л,l,3
пожала,6,а,a,3
пожалел,1,п,p,10
пожалел,2,о,a,10
пожалел,3,ж,zh,10
пожалел,4,а,a,10
пожалел,5,л,l',10
пожалел,6,е,e,10
пожалел,7,л,l,10
пожалуй,1,п,p,26
пожалуй,2,о,a,26
пожалуй,3,ж,zh,26
пожалуй,4,а,a,26
пожалуй,5,л,l,26
пожалуй,6,у,u,26
пожалуй,7,й,j,26
пожалуйста,1,п,p,49
пожалуйста,2,о,a,49
пожалуйста,3,ж,zh,49
пожалуйста,4,а,a,49
пожалуйста,5,л,l,49
пожалуйста,6,у,u,49
пожалуйста,7,й,-,49
пожалуйста,8,с,s,49
пожалуйста,9,т,t,49
пожалуйста,10,а,a,49
пожарную,1,п,p,8
пожарную,2,о,a,8
пожарную,3,ж,zh,8
пожарную,4,а,a,8
пожарную,5,р,r,8
пожарную,6,н,n,8
пожарную,7,у,u,8
пожарную,8,ю,ju,8
пожарный,1,п,p,8
пожарный,2,о,a,8
пожарный,3,ж,zh,8
пожарный,4,а,a,8
пожарный,5,р,r,8
пожарный,6,н,n,8
пожарный,7,ы,y,8
пожарный,8,й,j,8
пожелала,1,п,p,3
пожелала,2,о,a,3
пожелала,3,ж,zh,3
пожелала,4,е,y,3
пожелала,5,л,l,3
пожелала,6,а,a,3
пожелала,7,л,l,3
пожелала,8,а,a,3
пожелают,1,п,p,16
пожелают,2,о,a,16
пожелают,3,ж,zh,16
пожелают,4,е,y,16
пожелают,5,л,l,16
пожелают,6,а,a,16
пожелают,7,ю,ju,16
пожелают,8,т,t,16
пожелтевшим,1,п,p,8
пожелтевшим,2,о,a,8
пожелтевшим,3,ж,zh,8
пожелтевшим,4,е,y,8
пожелтевшим,5,л,l,8
пожелтевшим,6,т,t',8
пожелтевшим,7,е,e,8
пожелтевшим,8,в,f,8
пожелтевшим,9,ш,sh,8
пожелтевшим,10,и,y,8
пожелтевшим,11,м,m,8
поженились,1,п,p,24
поженились,2,о,a,24
поженились,3,ж,zh,24
поженились,4,е,y,24
поженились,5,н,n',24
поженились,6,и,i,24
поженились,7,л,l',24
поженились,8,и,i,24
поженились,9,с,s',24
поженились,10,ь,-,24
пожилые,1,п,p,3
пожилые,2,о,a,3
пожилые,3,ж,zh,3
пожилые,4,и,y,3
пожилые,5,л,l,3
пожилые,6,ы,y,3
пожилые,7,е,ji,3
позабыл,1,п,p,8
позабыл,2,о,a,8
позабыл,3,з,z,8
позабыл,4,а,a,8
позабыл,5,б,b,8
позабыл,6,ы,y,8
позабыл,7,л,l,8
позвал,1,п,p,8
позвал,2,о,a,8
позвал,3,з,z,8
позвал,4,в,v,8
позвал,5,а,a,8
позвал,6,л,l,8
позволил,1,п,p,8
позволил,2,о,a,8
позволил,3,з,z,8
позволил,4,в,v,8
позволил,5,о,o,8
позволил,6,л,l',8
позволил,7,и,i,8
позволил,8,л,l,8
позвонил,1,п,p,44
позвонил,2,о,a,44
позвонил,3,з,z,44
позвонил,4,в,v,44
позвонил,5,о,a,44
позвонил,6,н,n',44
позвонил,7,и,i,44
позвонил,8,л,l,44
позвонила,1,п,p,8
позвонила,2,о,a,8
позвонила,3,з,z,8
позвонила,4,в,v,8
позвонила,5,о,a,8
позвонила,6,н,n',8
позвонила,7,и,i,8
позвонила,8,л,l,8
позвонила,9,а,a,8
позвонили,1,п,p,3
позвонили,2,о,a,3
позвонили,3,з,z,3
позвонили,4,в,v,3
позвонили,5,о,a,3
позвонили,6,н,n',3
позвонили,7,и,i,3
позвонили,8,л,l',3
позвонили,9,и,i,3
позвонит,1,п,p,6
позвонит,2,о,a,6
позвонит,3,з,z,6
позвонит,4,в,v,6
позвонит,5,о,a,6
позвонит,6,н,n',6
позвонит,7,и,i,6
позвонит,8,т,t,6
позвонить,1,п,p,5
позвонить,2,о,a,5
позвонить,3,з,z,5
позвонить,4,в,v,5
позвонить,5,о,a,5
позвонить,6,н,n',5
позвонить,7,и,i,5
позвонить,8,т,t',5
позвонить,9,ь,-,5
позвонят,1,п,p,8
позвонят,2,о,a,8
позвонят,3,з,z,8
позвонят,4,в,v,8
позвонят,5,о,a,8
позвонят,6,н,n',8
позвонят,7,я,a,8
позвонят,8,т,t,8
позднего,1,п,p,11
позднего,2,о,o,11
позднего,3,з,z',11
позднего,4,д,-,11
позднего,5,н,n',11
позднего,6,е,i,11
позднего,7,г,v,11
позднего,8,о,a,11
поздние,1,п,p,16
поздние,2,о,o,16
поздние,3,з,z',16
поздние,4,д,-,16
поздние,5,н,n',16
поздние,6,и,i,16
поздние,7,е,ji,16
поздний,1,п,p,48
поздний,2,о,o,48
поздний,3,з,z',48
поздний,4,д,-,48
поздний,5,н,n',48
поздний,6,и,i,48
поздний,7,й,j,48
поздним,1,п,p,16
поздним,2,о,o,16
поздним,3,з,z',16
поздним,4,д,-,16
поздним,5,н,n',16
поздним,6,и,i,16
поздним,7,м,m,16
поздно,1,п,p,39
поздно,2,о,o,39
поздно,3,з,z,39
поздно,4,д,-,39
поздно,5,н,n,39
поздно,6,о,a,39
поздновато,1,п,p,8
поздновато,2,о,a,8
поздновато,3,з,z,8
поздновато,4,д,-,8
поздновато,5,н,n,8
поздновато,6,о,a,8
поздновато,7,в,v,8
поздновато,8,а,a,8
поздновато,9,т,t,8
поздновато,10,о,a,8
поздоровался,1,п,p,3
поздоровался,2,о,a,3
поздоровался,3,з,z,3
поздоровался,4,д,d,3
поздоровался,5,о,a,3
поздоровался,6,р,r,3
поздоровался,7,о,o,3
поздоровался,8,в,v,3
поздоровался,9,а,a,3
поздоровался,10,л,l,3
поздоровался,11,с,s',3
поздоровался,12,я,a,3
поздравили,1,п,p,8
поздравили,2,о,a,8
поздравили,3,з,z,8
поздравили,4,д,d,8
поздравили,5,р,r,8
поздравили,6,а,a,8
поздравили,7,в,v',8
поздравили,8,и,i,8
поздравили,9,л,l',8
поздравили,10,и,i,8
поздравляем,1,п,p,8
поздравляем,2,о,a,8
поздравляем,3,з,z,8
поздравляем,4,д,d,8
поздравляем,5,р,r,8
поздравляем,6,а,a,8
поздравляем,7,в,v,8
поздравляем,8,л,l',8
поздравляем,9,я,a,8
поздравляем,10,е,ji,8
поздравляем,11,м,m,8
позже,1,п,p,22
позже,2,о,o,22
позже,3,з,zh,22
позже,4,ж,zh,22
позже,5,е,y,22
познаётся,1,п,p,21
познаётся,2,о,a,21
познаётся,3,з,z,21
познаётся,4,н,n,21
познаётся,5,а,a,21
познаётся,6,ё,jo,21
познаётся,7,т,-,21
познаётся,8,с,c,21
познаётся,9,я,a,21
познакомились,1,п,p,6
познакомились,2,о,a,6
познакомились,3,з,z,6
познакомились,4,н,n,6
познакомились,5,а,a,6
познакомились,6,к,k,6
познакомились,7,о,o,6
познакомились,8,м,m',6
познакомились,9,и,i,6
познакомились,10,л,l',6
познакомились,11,и,i,6
познакомились,12,с,s',6
познакомились,13,ь,-,6
познакомился,1,п,p,3
познакомился,2,о,a,3
познакомился,3,з,z,3
познакомился,4,н,n,3
познакомился,5,а,a,3
познакомился,6,к,k,3
познакомился,7,о,o,3
познакомился,8,м,m',3
познакомился,9,и,i,3
познакомился,10,л,l,3
познакомился,11,с,s',3
познакомился,12,я,a,3
познакомим,1,п,p,8
познакомим,2,о,a,8
познакомим,3,з,z,8
познакомим,4,н,n,8
познакомим,5,а,a,8
познакомим,6,к,k,8
познакомим,7,о,o,8
познакомим,8,м,m',8
познакомим,9,и,i,8
познакомим,10,м,m,8
познакомиться,1,п,p,3
познакомиться,2,о,a,3
познакомиться,3,з,z,3
познакомиться,4,н,n,3
познакомиться,5,а,a,3
познакомиться,6,к,k,3
познакомиться,7,о,o,3
познакомиться,8,м,m',3
познакомиться,9,и,i,3
познакомиться,10,т,-,3
познакомиться,11,ь,-,3
познакомиться,12,с,c,3
познакомиться,13,я,a,3
познакомьтесь,1,п,p,3
познакомьтесь,2,о,a,3
познакомьтесь,3,з,z,3
познакомьтесь,4,н,n,3
познакомьтесь,5,а,a,3
познакомьтесь,6,к,k,3
познакомьтесь,7,о,o,3
познакомьтесь,8,м,m',3
познакомьтесь,9,ь,-,3
познакомьтесь,10,т,t',3
познакомьтесь,11,е,i,3
познакомьтесь,12,с,s',3
познакомьтесь,13,ь,-,3
поили,1,п,p,3
поили,2,о,a,3
поили,3,и,i,3
поили,4,л,l',3
поили,5,и,i,3
поинтересовалась,1,п,p,3
поинтересовалась,2,о,a,3
поинтересовалась,3,и,i,3
поинтересовалась,4,н,n',3
поинтересовалась,5,т,t',3
поинтересовалась,6,е,i,3
поинтересовалась,7,р,r',3
поинтересовалась,8,е,i,3
поинтересовалась,9,с,s,3
поинтересовалась,10,о,a,3
поинтересовалась,11,в,v,3
поинтересовалась,12,а,a,3
поинтересовалась,13,л,l,3
поинтересовалась,14,а,a,3
поинтересовалась,15,с,s',3
поинтересовалась,16,ь,-,3
поинтересовался,1,п,p,7
поинтересовался,2,о,a,7
поинтересовался,3,и,i,7
поинтересовался,4,н,n',7
поинтересовался,5,т,t',7
поинтересовался,6,е,i,7
поинтересовался,7,р,r',7
поинтересовался,8,е,i,7
поинтересовался,9,с,s,7
поинтересовался,10,о,a,7
поинтересовался,11,в,v,7
поинтересовался,12,а,a,7
поинтересовался,13,л,l,7
поинтересовался,14,с,s',7
поинтересовался,15,я,a,7
поискать,1,п,p,3
поискать,2,о,a,3
поискать,3,и,i,3
поискать,4,с,s,3
поискать,5,к,k,3
поискать,6,а,a,3
поискать,7,т,t',3
поискать,8,ь,-,3
поисков,1,п,p,3
поисков,2,о,o,3
поисков,3,и,i,3
поисков,4,с,s,3
поисков,5,к,k,3
поисков,6,о,a,3
поисков,7,в,f,3
пойдем,1,п,p,28
пойдем,2,о,a,28
пойдем,3,й,j,28
пойдем,4,д,d',28
пойдем,5,е,o,28
пойдем,6,м,m,28
поймал,1,п,p,3
поймал,2,о,a,3
поймал,3,й,j,3
поймал,4,м,m,3
поймал,5,а,a,3
поймал,6,л,l,3
поймет,1,п,p,6
поймет,2,о,a,6
поймет,3,й,j,6
поймет,4,м,m',6
поймет,5,е,o,6
поймет,6,т,t,6
поймешь,1,п,p,25
поймешь,2,о,a,25
поймешь,3,й,j,25
поймешь,4,м,m',25
поймешь,5,е,o,25
поймешь,6,ш,sh,25
поймешь,7,ь,-,25
пойму,1,п,p,2
пойму,2,о,o,2
пойму,3,й,j,2
пойму,4,м,m,2
пойму,5,у,u,2
поймут,1,п,p,3
поймут,2,о,a,3
поймут,3,й,j,3
поймут,4,м,m,3
поймут,5,у,u,3
поймут,6,т,t,3
показались,1,п,p,3
показались,2,о,a,3
показались,3,к,k,3
показались,4,а,a,3
показались,5,з,z,3
показались,6,а,a,3
показались,7,л,l',3
показались,8,и,i,3
показались,9,с,s',3
показались,10,ь,-,3
показалось,1,п,p,30
показалось,2,о,a,30
показалось,3,к,k,30
показалось,4,а,a,30
показалось,5,з,z,30
показалось,6,а,a,30
показалось,7,л,l,30
показалось,8,о,a,30
показалось,9,с,s',30
показалось,10,ь,-,30
показался,1,п,p,7
показался,2,о,a,7
показался,3,к,k,7
показался,4,а,a,7
показался,5,з,z,7
показался,6,а,a,7
показался,7,л,l,7
показался,8,с,s',7
показался,9,я,i,7
показать,1,п,p,10
показать,2,о,a,10
показать,3,к,k,10
показать,4,а,a,10
показать,5,з,z,10
показать,6,а,a,10
показать,7,т,t',10
показать,8,ь,-,10
показаться,1,п,p,8
показаться,2,о,a,8
показаться,3,к,k,8
показаться,4,а,a,8
показаться,5,з,z,8
показаться,6,а,a,8
показаться,7,т,-,8
показаться,8,ь,-,8
показаться,9,с,c,8
показаться,10,я,a,8
показывал,1,п,p,8
показывал,2,о,a,8
показывал,3,к,k,8
показывал,4,а,a,8
показывал,5,з,z,8
показывал,6,ы,y,8
показывал,7,в,v,8
показывал,8,а,a,8
показывал,9,л,l,8
покачивая,1,п,p,3
покачивая,2,о,a,3
покачивая,3,к,k,3
покачивая,4,а,a,3
покачивая,5,ч,ch,3
покачивая,6,и,i,3
покачивая,7,в,v,3
покачивая,8,а,a,3
покачивая,9,я,ja,3
покер,1,п,p,3
покер,2,о,o,3
покер,3,к,k',3
покер,4,е,i,3
покер,5,р,r,3
покидали,1,п,p,8
покидали,2,о,a,8
покидали,3,к,k',8
покидали,4,и,i,8
покидали,5,д,d,8
покидали,6,а,a,8
покидали,7,л,l',8
покидали,8,и,i,8
покидать,1,п,p,3
покидать,2,о,a,3
покидать,3,к,k',3
покидать,4,и,i,3
покидать,5,д,d,3
покидать,6,а,a,3
покидать,7,т,t',3
покидать,8,ь,-,3
покинет,1,п,p,3
покинет,2,о,a,3
покинет,3,к,k',3
покинет,4,и,i,3
покинет,5,н,n',3
покинет,6,е,i,3
покинет,7,т,t,3
поклонился,1,п,p,3
поклонился,2,о,a,3
поклонился,3,к,k,3
поклонился,4,л,l,3
поклонился,5,о,a,3
поклонился,6,н,n',3
поклонился,7,и,i,3
поклонился,8,л,l,3
поклонился,9,с,s',3
поклонился,10,я,a,3
покой,1,п,p,8
покой,2,о,a,8
покой,3,к,k,8
покой,4,о,o,8
покой,5,й,j,8
покоробило,1,п,p,2
покоробило,2,о,a,2
покоробило,3,к,k,2
покоробило,4,о,a,2
покоробило,5,р,r,2
покоробило,6,о,o,2
покоробило,7,б,b',2
покоробило,8,и,i,2
покоробило,9,л,l,2
покоробило,10,о,a,2
покорябанный,1,п,p,3
покорябанный,2,о,a,3
покорябанный,3,к,k,3
покорябанный,4,о,a,3
покорябанный,5,р,r',3
покорябанный,6,я,a,3
покорябанный,7,б,b,3
покорябанный,8,а,a,3
покорябанный,9,н,n,3
покорябанный,10,н,-,3
покорябанный,11,ы,y,3
покорябанный,12,й,j,3
покраснев,1,п,p,3
покраснев,2,о,a,3
покраснев,3,к,k,3
покраснев,4,р,r,3
покраснев,5,а,a,3
покраснев,6,с,s',3
покраснев,7,н,n',3
покраснев,8,е,e,3
покраснев,9,в,f,3
покраснело,1,п,p,8
покраснело,2,о,a,8
покраснело,3,к,k,8
покраснело,4,р,r,8
покраснело,5,а,a,8
покраснело,6,с,s',8
покраснело,7,н,n',8
покраснело,8,е,e,8
покраснело,9,л,l,8
покраснело,10,о,a,8
покупает,1,п,p,3
покупает,2,о,a,3
покупает,3,к,k,3
покупает,4,у,u,3
покупает,5,п,p,3
покупает,6,а,a,3
покупает,7,е,ji,3
покупает,8,т,d,3
покупал,1,п,p,8
покупал,2,о,a,8
покупал,3,к,k,8
покупал,4,у,u,8
покупал,5,п,p,8
покупал,6,а,a,8
покупал,7,л,l,8
покупать,1,п,p,3
покупать,2,о,a,3
покупать,3,к,k,3
покупать,4,у,u,3
покупать,5,п,p,3
покупать,6,а,a,3
покупать,7,т,t',3
покупать,8,ь,-,3
покупками,1,п,p,8
покупками,2,о,a,8
покупками,3,к,k,8
покупками,4,у,u,8
покупками,5,п,p,8
покупками,6,к,k,8
покупками,7,а,a,8
покупками,8,м,m',8
покупками,9,и,i,8
покушать,1,п,p,3
покушать,2,о,a,3
покушать,3,к,k,3
покушать,4,у,u,3
покушать,5,ш,sh,3
покушать,6,а,a,3
покушать,7,т,t',3
покушать,8,ь,-,3
пол,1,п,p,1
пол,2,о,o,1
пол,3,л,l,1
полагали,1,п,p,1
полагали,2,о,a,1
полагали,3,л,l,1
полагали,4,а,a,1
полагали,5,г,g,1
полагали,6,а,a,1
полагали,7,л,l',1
полагали,8,и,i,1
полагалось,1,п,p,8
полагалось,2,о,a,8
полагалось,3,л,l,8
полагалось,4,а,a,8
